PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Age_imputed,CabinDeck,TicketCount_x,TicketCount_y,TicketCount,Fare_outlier,Fare_capped,AgeGroup,Sex_numeric
255,0,3,female,41.0,0,2,20.2125,S,3,False,41.0,Unknown,2,2,2,False,20.2125,Adult,1
256,1,3,female,29.0,0,2,15.2458,C,3,False,29.0,Unknown,1,1,1,False,15.2458,YoungAdult,1
257,1,1,female,,0,0,79.2,C,1,True,35.0,Unknown,1,1,1,False,79.2,Adult,1
258,1,1,female,30.0,0,0,86.5,S,1,True,30.0,B,3,3,3,False,86.5,YoungAdult,1
259,1,1,female,35.0,0,0,512.3292,C,1,True,35.0,Unknown,3,3,3,True,249.00622000000035,Adult,1
260,1,2,female,50.0,0,1,26.0,S,2,False,50.0,Unknown,2,2,2,False,26.0,Adult,1
261,0,3,male,,0,0,7.75,Q,1,True,25.0,Unknown,1,1,1,False,7.75,YoungAdult,0
262,1,3,male,3.0,4,2,31.3875,S,7,False,3.0,Unknown,4,4,4,False,31.3875,Child,0
263,0,1,male,52.0,1,1,79.65,S,3,False,52.0,E,3,3,3,False,79.65,Adult,0
264,0,1,male,40.0,0,0,0.0,S,1,True,40.0,B,1,1,1,False,0.0,Adult,0
265,0,3,female,,0,0,7.75,Q,1,True,21.5,Unknown,1,1,1,False,7.75,YoungAdult,1
266,0,2,male,36.0,0,0,10.5,S,1,True,36.0,Unknown,1,1,1,False,10.5,Adult,0
267,0,3,male,16.0,4,1,39.6875,S,6,False,16.0,Unknown,6,6,6,False,39.6875,Teen,0
268,1,3,male,25.0,1,0,7.775,S,2,False,25.0,Unknown,1,1,1,False,7.775,YoungAdult,0
269,1,1,female,58.0,0,1,153.4625,S,2,False,58.0,C,3,3,3,False,153.4625,Adult,1
270,1,1,female,35.0,0,0,135.6333,S,1,True,35.0,C,3,3,3,False,135.6333,Adult,1
271,0,1,male,,0,0,31.0,S,1,True,40.0,Unknown,2,2,2,False,31.0,Adult,0
272,1,3,male,25.0,0,0,0.0,S,1,True,25.0,Unknown,4,4,4,False,0.0,YoungAdult,0
273,1,2,female,41.0,0,1,19.5,S,2,False,41.0,Unknown,2,2,2,False,19.5,Adult,1
274,0,1,male,37.0,0,1,29.7,C,2,False,37.0,C,1,1,1,False,29.7,Adult,0
275,1,3,female,,0,0,7.75,Q,1,True,21.5,Unknown,1,1,1,False,7.75,YoungAdult,1
276,1,1,female,63.0,1,0,77.9583,S,2,False,63.0,D,3,3,3,False,77.9583,Senior,1
277,0,3,female,45.0,0,0,7.75,S,1,True,45.0,Unknown,1,1,1,False,7.75,Adult,1
278,0,2,male,,0,0,0.0,S,1,True,30.0,Unknown,3,3,3,False,0.0,YoungAdult,0
279,0,3,male,7.0,4,1,29.125,Q,6,False,7.0,Unknown,5,5,5,False,29.125,Child,0
280,1,3,female,35.0,1,1,20.25,S,3,False,35.0,Unknown,2,2,2,False,20.25,Adult,1
281,0,3,male,65.0,0,0,7.75,Q,1,True,65.0,Unknown,1,1,1,False,7.75,Senior,0
282,0,3,male,28.0,0,0,7.8542,S,1,True,28.0,Unknown,1,1,1,False,7.8542,YoungAdult,0
283,0,3,male,16.0,0,0,9.5,S,1,True,16.0,Unknown,1,1,1,False,9.5,Teen,0
284,1,3,male,19.0,0,0,8.05,S,1,True,19.0,Unknown,1,1,1,False,8.05,YoungAdult,0
285,0,1,male,,0,0,26.0,S,1,True,40.0,A,1,1,1,False,26.0,Adult,0
286,0,3,male,33.0,0,0,8.6625,C,1,True,33.0,Unknown,1,1,1,False,8.6625,Adult,0
287,1,3,male,30.0,0,0,9.5,S,1,True,30.0,Unknown,1,1,1,False,9.5,YoungAdult,0
288,0,3,male,22.0,0,0,7.8958,S,1,True,22.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
289,1,2,male,42.0,0,0,13.0,S,1,True,42.0,Unknown,1,1,1,False,13.0,Adult,0
290,1,3,female,22.0,0,0,7.75,Q,1,True,22.0,Unknown,1,1,1,False,7.75,YoungAdult,1
291,1,1,female,26.0,0,0,78.85,S,1,True,26.0,Unknown,2,2,2,False,78.85,YoungAdult,1
292,1,1,female,19.0,1,0,91.0792,C,2,False,19.0,B,2,2,2,False,91.0792,YoungAdult,1
293,0,2,male,36.0,0,0,12.875,C,1,True,36.0,D,1,1,1,False,12.875,Adult,0
294,0,3,female,24.0,0,0,8.85,S,1,True,24.0,Unknown,1,1,1,False,8.85,YoungAdult,1
295,0,3,male,24.0,0,0,7.8958,S,1,True,24.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
296,0,1,male,,0,0,27.7208,C,1,True,40.0,Unknown,1,1,1,False,27.7208,Adult,0
297,0,3,male,23.5,0,0,7.2292,C,1,True,23.5,Unknown,1,1,1,False,7.2292,YoungAdult,0
298,0,1,female,2.0,1,2,151.55,S,4,False,2.0,C,4,4,4,False,151.55,Child,1
299,1,1,male,,0,0,30.5,S,1,True,40.0,C,1,1,1,False,30.5,Adult,0
300,1,1,female,50.0,0,1,247.5208,C,2,False,50.0,B,2,2,2,False,247.5208,Adult,1
301,1,3,female,,0,0,7.75,Q,1,True,21.5,Unknown,1,1,1,False,7.75,YoungAdult,1
302,1,3,male,,2,0,23.25,Q,3,False,25.0,Unknown,2,2,2,False,23.25,YoungAdult,0
303,0,3,male,19.0,0,0,0.0,S,1,True,19.0,Unknown,4,4,4,False,0.0,YoungAdult,0
304,1,2,female,,0,0,12.35,Q,1,True,28.0,E,1,1,1,False,12.35,YoungAdult,1
305,0,3,male,,0,0,8.05,S,1,True,25.0,Unknown,1,1,1,False,8.05,YoungAdult,0
306,1,1,male,0.92,1,2,151.55,S,4,False,0.92,C,4,4,4,False,151.55,Child,0
307,1,1,female,,0,0,110.8833,C,1,True,35.0,Unknown,4,4,4,False,110.8833,Adult,1
308,1,1,female,17.0,1,0,108.9,C,2,False,17.0,C,2,2,2,False,108.9,Teen,1
309,0,2,male,30.0,1,0,24.0,C,2,False,30.0,Unknown,2,2,2,False,24.0,YoungAdult,0
310,1,1,female,30.0,0,0,56.9292,C,1,True,30.0,E,2,2,2,False,56.9292,YoungAdult,1
311,1,1,female,24.0,0,0,83.1583,C,1,True,24.0,C,2,2,2,False,83.1583,YoungAdult,1
312,1,1,female,18.0,2,2,262.375,C,5,False,18.0,B,2,2,2,True,249.00622000000035,YoungAdult,1
313,0,2,female,26.0,1,1,26.0,S,3,False,26.0,Unknown,1,1,1,False,26.0,YoungAdult,1
314,0,3,male,28.0,0,0,7.8958,S,1,True,28.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
315,0,2,male,43.0,1,1,26.25,S,3,False,43.0,Unknown,3,3,3,False,26.25,Adult,0
316,1,3,female,26.0,0,0,7.8542,S,1,True,26.0,Unknown,1,1,1,False,7.8542,YoungAdult,1
317,1,2,female,24.0,1,0,26.0,S,2,False,24.0,Unknown,2,2,2,False,26.0,YoungAdult,1
318,0,2,male,54.0,0,0,14.0,S,1,True,54.0,Unknown,1,1,1,False,14.0,Adult,0
319,1,1,female,31.0,0,2,164.8667,S,3,False,31.0,C,2,2,2,False,164.8667,Adult,1
320,1,1,female,40.0,1,1,134.5,C,3,False,40.0,E,2,2,2,False,134.5,Adult,1
321,0,3,male,22.0,0,0,7.25,S,1,True,22.0,Unknown,1,1,1,False,7.25,YoungAdult,0
322,0,3,male,27.0,0,0,7.8958,S,1,True,27.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
323,1,2,female,30.0,0,0,12.35,Q,1,True,30.0,Unknown,1,1,1,False,12.35,YoungAdult,1
324,1,2,female,22.0,1,1,29.0,S,3,False,22.0,Unknown,2,2,2,False,29.0,YoungAdult,1
325,0,3,male,,8,2,69.55,S,11,False,25.0,Unknown,7,7,7,False,69.55,YoungAdult,0
326,1,1,female,36.0,0,0,135.6333,C,1,True,36.0,C,3,3,3,False,135.6333,Adult,1
327,0,3,male,61.0,0,0,6.2375,S,1,True,61.0,Unknown,1,1,1,False,6.2375,Senior,0
328,1,2,female,36.0,0,0,13.0,S,1,True,36.0,D,1,1,1,False,13.0,Adult,1
329,1,3,female,31.0,1,1,20.525,S,3,False,31.0,Unknown,3,3,3,False,20.525,Adult,1
330,1,1,female,16.0,0,1,57.9792,C,2,False,16.0,B,2,2,2,False,57.9792,Teen,1
331,1,3,female,,2,0,23.25,Q,3,False,21.5,Unknown,2,2,2,False,23.25,YoungAdult,1
332,0,1,male,45.5,0,0,28.5,S,1,True,45.5,C,1,1,1,False,28.5,Adult,0
333,0,1,male,38.0,0,1,153.4625,S,2,False,38.0,C,3,3,3,False,153.4625,Adult,0
334,0,3,male,16.0,2,0,18.0,S,3,False,16.0,Unknown,2,2,2,False,18.0,Teen,0
335,1,1,female,,1,0,133.65,S,2,False,35.0,Unknown,2,2,2,False,133.65,Adult,1
336,0,3,male,,0,0,7.8958,S,1,True,25.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
337,0,1,male,29.0,1,0,66.6,S,2,False,29.0,C,2,2,2,False,66.6,YoungAdult,0
338,1,1,female,41.0,0,0,134.5,C,1,True,41.0,E,2,2,2,False,134.5,Adult,1
339,1,3,male,45.0,0,0,8.05,S,1,True,45.0,Unknown,1,1,1,False,8.05,Adult,0
340,0,1,male,45.0,0,0,35.5,S,1,True,45.0,T,1,1,1,False,35.5,Adult,0
341,1,2,male,2.0,1,1,26.0,S,3,False,2.0,F,3,3,3,False,26.0,Child,0
342,1,1,female,24.0,3,2,263.0,S,6,False,24.0,C,4,4,4,True,249.00622000000035,YoungAdult,1
343,0,2,male,28.0,0,0,13.0,S,1,True,28.0,Unknown,1,1,1,False,13.0,YoungAdult,0
344,0,2,male,25.0,0,0,13.0,S,1,True,25.0,Unknown,1,1,1,False,13.0,YoungAdult,0
345,0,2,male,36.0,0,0,13.0,S,1,True,36.0,Unknown,1,1,1,False,13.0,Adult,0
346,1,2,female,24.0,0,0,13.0,S,1,True,24.0,F,1,1,1,False,13.0,YoungAdult,1
347,1,2,female,40.0,0,0,13.0,S,1,True,40.0,Unknown,1,1,1,False,13.0,Adult,1
348,1,3,female,,1,0,16.1,S,2,False,21.5,Unknown,1,1,1,False,16.1,YoungAdult,1
349,1,3,male,3.0,1,1,15.9,S,3,False,3.0,Unknown,2,2,2,False,15.9,Child,0
350,0,3,male,42.0,0,0,8.6625,S,1,True,42.0,Unknown,1,1,1,False,8.6625,Adult,0
351,0,3,male,23.0,0,0,9.225,S,1,True,23.0,Unknown,1,1,1,False,9.225,YoungAdult,0
352,0,1,male,,0,0,35.0,S,1,True,40.0,C,1,1,1,False,35.0,Adult,0
353,0,3,male,15.0,1,1,7.2292,C,3,False,15.0,Unknown,1,1,1,False,7.2292,Teen,0
354,0,3,male,25.0,1,0,17.8,S,2,False,25.0,Unknown,2,2,2,False,17.8,YoungAdult,0
355,0,3,male,,0,0,7.225,C,1,True,25.0,Unknown,1,1,1,False,7.225,YoungAdult,0
356,0,3,male,28.0,0,0,9.5,S,1,True,28.0,Unknown,1,1,1,False,9.5,YoungAdult,0
357,1,1,female,22.0,0,1,55.0,S,2,False,22.0,E,2,2,2,False,55.0,YoungAdult,1
358,0,2,female,38.0,0,0,13.0,S,1,True,38.0,Unknown,1,1,1,False,13.0,Adult,1
359,1,3,female,,0,0,7.8792,Q,1,True,21.5,Unknown,1,1,1,False,7.8792,YoungAdult,1
360,1,3,female,,0,0,7.8792,Q,1,True,21.5,Unknown,1,1,1,False,7.8792,YoungAdult,1
361,0,3,male,40.0,1,4,27.9,S,6,False,40.0,Unknown,6,6,6,False,27.9,Adult,0
362,0,2,male,29.0,1,0,27.7208,C,2,False,29.0,Unknown,1,1,1,False,27.7208,YoungAdult,0
363,0,3,female,45.0,0,1,14.4542,C,2,False,45.0,Unknown,2,2,2,False,14.4542,Adult,1
364,0,3,male,35.0,0,0,7.05,S,1,True,35.0,Unknown,1,1,1,False,7.05,Adult,0
365,0,3,male,,1,0,15.5,Q,2,False,25.0,Unknown,2,2,2,False,15.5,YoungAdult,0
366,0,3,male,30.0,0,0,7.25,S,1,True,30.0,Unknown,1,1,1,False,7.25,YoungAdult,0
367,1,1,female,60.0,1,0,75.25,C,2,False,60.0,D,1,1,1,False,75.25,Adult,1
368,1,3,female,,0,0,7.2292,C,1,True,21.5,Unknown,1,1,1,False,7.2292,YoungAdult,1
369,1,3,female,,0,0,7.75,Q,1,True,21.5,Unknown,1,1,1,False,7.75,YoungAdult,1
370,1,1,female,24.0,0,0,69.3,C,1,True,24.0,B,2,2,2,False,69.3,YoungAdult,1
371,1,1,male,25.0,1,0,55.4417,C,2,False,25.0,E,1,1,1,False,55.4417,YoungAdult,0
372,0,3,male,18.0,1,0,6.4958,S,2,False,18.0,Unknown,1,1,1,False,6.4958,YoungAdult,0
373,0,3,male,19.0,0,0,8.05,S,1,True,19.0,Unknown,1,1,1,False,8.05,YoungAdult,0
374,0,1,male,22.0,0,0,135.6333,C,1,True,22.0,Unknown,3,3,3,False,135.6333,YoungAdult,0
375,0,3,female,3.0,3,1,21.075,S,5,False,3.0,Unknown,4,4,4,False,21.075,Child,1
376,1,1,female,,1,0,82.1708,C,2,False,35.0,Unknown,2,2,2,False,82.1708,Adult,1
377,1,3,female,22.0,0,0,7.25,S,1,True,22.0,Unknown,1,1,1,False,7.25,YoungAdult,1
378,0,1,male,27.0,0,2,211.5,C,3,False,27.0,C,1,1,1,False,211.5,YoungAdult,0
379,0,3,male,20.0,0,0,4.0125,C,1,True,20.0,Unknown,1,1,1,False,4.0125,YoungAdult,0
380,0,3,male,19.0,0,0,7.775,S,1,True,19.0,Unknown,1,1,1,False,7.775,YoungAdult,0
381,1,1,female,42.0,0,0,227.525,C,1,True,42.0,Unknown,4,4,4,False,227.525,Adult,1
382,1,3,female,1.0,0,2,15.7417,C,3,False,1.0,Unknown,2,2,2,False,15.7417,Child,1
383,0,3,male,32.0,0,0,7.925,S,1,True,32.0,Unknown,1,1,1,False,7.925,Adult,0
384,1,1,female,35.0,1,0,52.0,S,2,False,35.0,Unknown,2,2,2,False,52.0,Adult,1
385,0,3,male,,0,0,7.8958,S,1,True,25.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
386,0,2,male,18.0,0,0,73.5,S,1,True,18.0,Unknown,5,5,5,False,73.5,YoungAdult,0
387,0,3,male,1.0,5,2,46.9,S,8,False,1.0,Unknown,6,6,6,False,46.9,Child,0
388,1,2,female,36.0,0,0,13.0,S,1,True,36.0,Unknown,1,1,1,False,13.0,Adult,1
389,0,3,male,,0,0,7.7292,Q,1,True,25.0,Unknown,1,1,1,False,7.7292,YoungAdult,0
390,1,2,female,17.0,0,0,12.0,C,1,True,17.0,Unknown,1,1,1,False,12.0,Teen,1
391,1,1,male,36.0,1,2,120.0,S,4,False,36.0,B,4,4,4,False,120.0,Adult,0
392,1,3,male,21.0,0,0,7.7958,S,1,True,21.0,Unknown,1,1,1,False,7.7958,YoungAdult,0
393,0,3,male,28.0,2,0,7.925,S,3,False,28.0,Unknown,1,1,1,False,7.925,YoungAdult,0
394,1,1,female,23.0,1,0,113.275,C,2,False,23.0,D,3,3,3,False,113.275,YoungAdult,1
395,1,3,female,24.0,0,2,16.7,S,3,False,24.0,G,2,2,2,False,16.7,YoungAdult,1
396,0,3,male,22.0,0,0,7.7958,S,1,True,22.0,Unknown,1,1,1,False,7.7958,YoungAdult,0
397,0,3,female,31.0,0,0,7.8542,S,1,True,31.0,Unknown,1,1,1,False,7.8542,Adult,1
398,0,2,male,46.0,0,0,26.0,S,1,True,46.0,Unknown,2,2,2,False,26.0,Adult,0
399,0,2,male,23.0,0,0,10.5,S,1,True,23.0,Unknown,1,1,1,False,10.5,YoungAdult,0
400,1,2,female,28.0,0,0,12.65,S,1,True,28.0,Unknown,1,1,1,False,12.65,YoungAdult,1
401,1,3,male,39.0,0,0,7.925,S,1,True,39.0,Unknown,1,1,1,False,7.925,Adult,0
402,0,3,male,26.0,0,0,8.05,S,1,True,26.0,Unknown,1,1,1,False,8.05,YoungAdult,0
403,0,3,female,21.0,1,0,9.825,S,2,False,21.0,Unknown,1,1,1,False,9.825,YoungAdult,1
404,0,3,male,28.0,1,0,15.85,S,2,False,28.0,Unknown,2,2,2,False,15.85,YoungAdult,0
405,0,3,female,20.0,0,0,8.6625,S,1,True,20.0,Unknown,1,1,1,False,8.6625,YoungAdult,1
406,0,2,male,34.0,1,0,21.0,S,2,False,34.0,Unknown,1,1,1,False,21.0,Adult,0
407,0,3,male,51.0,0,0,7.75,S,1,True,51.0,Unknown,1,1,1,False,7.75,Adult,0
408,1,2,male,3.0,1,1,18.75,S,3,False,3.0,Unknown,3,3,3,False,18.75,Child,0
409,0,3,male,21.0,0,0,7.775,S,1,True,21.0,Unknown,1,1,1,False,7.775,YoungAdult,0
410,0,3,female,,3,1,25.4667,S,5,False,21.5,Unknown,4,4,4,False,25.4667,YoungAdult,1
411,0,3,male,,0,0,7.8958,S,1,True,25.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
412,0,3,male,,0,0,6.8583,Q,1,True,25.0,Unknown,1,1,1,False,6.8583,YoungAdult,0
413,1,1,female,33.0,1,0,90.0,Q,2,False,33.0,C,2,2,2,False,90.0,Adult,1
414,0,2,male,,0,0,0.0,S,1,True,30.0,Unknown,3,3,3,False,0.0,YoungAdult,0
415,1,3,male,44.0,0,0,7.925,S,1,True,44.0,Unknown,1,1,1,False,7.925,Adult,0
416,0,3,female,,0,0,8.05,S,1,True,21.5,Unknown,1,1,1,False,8.05,YoungAdult,1
417,1,2,female,34.0,1,1,32.5,S,3,False,34.0,Unknown,1,1,1,False,32.5,Adult,1
418,1,2,female,18.0,0,2,13.0,S,3,False,18.0,Unknown,1,1,1,False,13.0,YoungAdult,1
419,0,2,male,30.0,0,0,13.0,S,1,True,30.0,Unknown,1,1,1,False,13.0,YoungAdult,0
420,0,3,female,10.0,0,2,24.15,S,3,False,10.0,Unknown,3,3,3,False,24.15,Child,1
421,0,3,male,,0,0,7.8958,C,1,True,25.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
422,0,3,male,21.0,0,0,7.7333,Q,1,True,21.0,Unknown,1,1,1,False,7.7333,YoungAdult,0
423,0,3,male,29.0,0,0,7.875,S,1,True,29.0,Unknown,1,1,1,False,7.875,YoungAdult,0
424,0,3,female,28.0,1,1,14.4,S,3,False,28.0,Unknown,2,2,2,False,14.4,YoungAdult,1
425,0,3,male,18.0,1,1,20.2125,S,3,False,18.0,Unknown,2,2,2,False,20.2125,YoungAdult,0
426,0,3,male,,0,0,7.25,S,1,True,25.0,Unknown,1,1,1,False,7.25,YoungAdult,0
427,1,2,female,28.0,1,0,26.0,S,2,False,28.0,Unknown,1,1,1,False,26.0,YoungAdult,1
428,1,2,female,19.0,0,0,26.0,S,1,True,19.0,Unknown,2,2,2,False,26.0,YoungAdult,1
429,0,3,male,,0,0,7.75,Q,1,True,25.0,Unknown,1,1,1,False,7.75,YoungAdult,0
430,1,3,male,32.0,0,0,8.05,S,1,True,32.0,E,1,1,1,False,8.05,Adult,0
431,1,1,male,28.0,0,0,26.55,S,1,True,28.0,C,1,1,1,False,26.55,YoungAdult,0
432,1,3,female,,1,0,16.1,S,2,False,21.5,Unknown,2,2,2,False,16.1,YoungAdult,1
433,1,2,female,42.0,1,0,26.0,S,2,False,42.0,Unknown,1,1,1,False,26.0,Adult,1
434,0,3,male,17.0,0,0,7.125,S,1,True,17.0,Unknown,1,1,1,False,7.125,Teen,0
435,0,1,male,50.0,1,0,55.9,S,2,False,50.0,E,2,2,2,False,55.9,Adult,0
436,1,1,female,14.0,1,2,120.0,S,4,False,14.0,B,4,4,4,False,120.0,Teen,1
437,0,3,female,21.0,2,2,34.375,S,5,False,21.0,Unknown,4,4,4,False,34.375,YoungAdult,1
438,1,2,female,24.0,2,3,18.75,S,6,False,24.0,Unknown,3,3,3,False,18.75,YoungAdult,1
439,0,1,male,64.0,1,4,263.0,S,6,False,64.0,C,4,4,4,True,249.00622000000035,Senior,0
440,0,2,male,31.0,0,0,10.5,S,1,True,31.0,Unknown,1,1,1,False,10.5,Adult,0
441,1,2,female,45.0,1,1,26.25,S,3,False,45.0,Unknown,3,3,3,False,26.25,Adult,1
442,0,3,male,20.0,0,0,9.5,S,1,True,20.0,Unknown,1,1,1,False,9.5,YoungAdult,0
443,0,3,male,25.0,1,0,7.775,S,2,False,25.0,Unknown,1,1,1,False,7.775,YoungAdult,0
444,1,2,female,28.0,0,0,13.0,S,1,True,28.0,Unknown,1,1,1,False,13.0,YoungAdult,1
445,1,3,male,,0,0,8.1125,S,1,True,25.0,Unknown,1,1,1,False,8.1125,YoungAdult,0
446,1,1,male,4.0,0,2,81.8583,S,3,False,4.0,A,1,1,1,False,81.8583,Child,0
447,1,2,female,13.0,0,1,19.5,S,2,False,13.0,Unknown,2,2,2,False,19.5,Teen,1
448,1,1,male,34.0,0,0,26.55,S,1,True,34.0,Unknown,1,1,1,False,26.55,Adult,0
449,1,3,female,5.0,2,1,19.2583,C,4,False,5.0,Unknown,4,4,4,False,19.2583,Child,1
450,1,1,male,52.0,0,0,30.5,S,1,True,52.0,C,1,1,1,False,30.5,Adult,0
451,0,2,male,36.0,1,2,27.75,S,4,False,36.0,Unknown,3,3,3,False,27.75,Adult,0
452,0,3,male,,1,0,19.9667,S,2,False,25.0,Unknown,1,1,1,False,19.9667,YoungAdult,0
453,0,1,male,30.0,0,0,27.75,C,1,True,30.0,C,1,1,1,False,27.75,YoungAdult,0
454,1,1,male,49.0,1,0,89.1042,C,2,False,49.0,C,2,2,2,False,89.1042,Adult,0
455,0,3,male,,0,0,8.05,S,1,True,25.0,Unknown,1,1,1,False,8.05,YoungAdult,0
456,1,3,male,29.0,0,0,7.8958,C,1,True,29.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
457,0,1,male,65.0,0,0,26.55,S,1,True,65.0,E,1,1,1,False,26.55,Senior,0
458,1,1,female,,1,0,51.8625,S,2,False,35.0,D,1,1,1,False,51.8625,Adult,1
459,1,2,female,50.0,0,0,10.5,S,1,True,50.0,Unknown,1,1,1,False,10.5,Adult,1
460,0,3,male,,0,0,7.75,Q,1,True,25.0,Unknown,1,1,1,False,7.75,YoungAdult,0
461,1,1,male,48.0,0,0,26.55,S,1,True,48.0,E,1,1,1,False,26.55,Adult,0
462,0,3,male,34.0,0,0,8.05,S,1,True,34.0,Unknown,1,1,1,False,8.05,Adult,0
463,0,1,male,47.0,0,0,38.5,S,1,True,47.0,E,1,1,1,False,38.5,Adult,0
464,0,2,male,48.0,0,0,13.0,S,1,True,48.0,Unknown,1,1,1,False,13.0,Adult,0
465,0,3,male,,0,0,8.05,S,1,True,25.0,Unknown,1,1,1,False,8.05,YoungAdult,0
466,0,3,male,38.0,0,0,7.05,S,1,True,38.0,Unknown,1,1,1,False,7.05,Adult,0
467,0,2,male,,0,0,0.0,S,1,True,30.0,Unknown,3,3,3,False,0.0,YoungAdult,0
468,0,1,male,56.0,0,0,26.55,S,1,True,56.0,Unknown,1,1,1,False,26.55,Adult,0
469,0,3,male,,0,0,7.725,Q,1,True,25.0,Unknown,1,1,1,False,7.725,YoungAdult,0
470,1,3,female,0.75,2,1,19.2583,C,4,False,0.75,Unknown,4,4,4,False,19.2583,Child,1
471,0,3,male,,0,0,7.25,S,1,True,25.0,Unknown,1,1,1,False,7.25,YoungAdult,0
472,0,3,male,38.0,0,0,8.6625,S,1,True,38.0,Unknown,1,1,1,False,8.6625,Adult,0
473,1,2,female,33.0,1,2,27.75,S,4,False,33.0,Unknown,3,3,3,False,27.75,Adult,1
474,1,2,female,23.0,0,0,13.7917,C,1,True,23.0,D,1,1,1,False,13.7917,YoungAdult,1
475,0,3,female,22.0,0,0,9.8375,S,1,True,22.0,Unknown,1,1,1,False,9.8375,YoungAdult,1
476,0,1,male,,0,0,52.0,S,1,True,40.0,A,2,2,2,False,52.0,Adult,0
477,0,2,male,34.0,1,0,21.0,S,2,False,34.0,Unknown,2,2,2,False,21.0,Adult,0
478,0,3,male,29.0,1,0,7.0458,S,2,False,29.0,Unknown,1,1,1,False,7.0458,YoungAdult,0
479,0,3,male,22.0,0,0,7.5208,S,1,True,22.0,Unknown,1,1,1,False,7.5208,YoungAdult,0
480,1,3,female,2.0,0,1,12.2875,S,2,False,2.0,Unknown,1,1,1,False,12.2875,Child,1
481,0,3,male,9.0,5,2,46.9,S,8,False,9.0,Unknown,6,6,6,False,46.9,Child,0
482,0,2,male,,0,0,0.0,S,1,True,30.0,Unknown,1,1,1,False,0.0,YoungAdult,0
483,0,3,male,50.0,0,0,8.05,S,1,True,50.0,Unknown,1,1,1,False,8.05,Adult,0
484,1,3,female,63.0,0,0,9.5875,S,1,True,63.0,Unknown,1,1,1,False,9.5875,Senior,1
485,1,1,male,25.0,1,0,91.0792,C,2,False,25.0,B,2,2,2,False,91.0792,YoungAdult,0
486,0,3,female,,3,1,25.4667,S,5,False,21.5,Unknown,4,4,4,False,25.4667,YoungAdult,1
487,1,1,female,35.0,1,0,90.0,S,2,False,35.0,C,2,2,2,False,90.0,Adult,1
488,0,1,male,58.0,0,0,29.7,C,1,True,58.0,B,1,1,1,False,29.7,Adult,0
489,0,3,male,30.0,0,0,8.05,S,1,True,30.0,Unknown,1,1,1,False,8.05,YoungAdult,0
490,1,3,male,9.0,1,1,15.9,S,3,False,9.0,Unknown,2,2,2,False,15.9,Child,0
491,0,3,male,,1,0,19.9667,S,2,False,25.0,Unknown,1,1,1,False,19.9667,YoungAdult,0
492,0,3,male,21.0,0,0,7.25,S,1,True,21.0,Unknown,1,1,1,False,7.25,YoungAdult,0
493,0,1,male,55.0,0,0,30.5,S,1,True,55.0,C,1,1,1,False,30.5,Adult,0
494,0,1,male,71.0,0,0,49.5042,C,1,True,71.0,Unknown,1,1,1,False,49.5042,Senior,0
495,0,3,male,21.0,0,0,8.05,S,1,True,21.0,Unknown,1,1,1,False,8.05,YoungAdult,0
496,0,3,male,,0,0,14.4583,C,1,True,25.0,Unknown,2,2,2,False,14.4583,YoungAdult,0
497,1,1,female,54.0,1,0,78.2667,C,2,False,54.0,D,2,2,2,False,78.2667,Adult,1
498,0,3,male,,0,0,15.1,S,1,True,25.0,Unknown,1,1,1,False,15.1,YoungAdult,0
499,0,1,female,25.0,1,2,151.55,S,4,False,25.0,C,4,4,4,False,151.55,YoungAdult,1
500,0,3,male,24.0,0,0,7.7958,S,1,True,24.0,Unknown,1,1,1,False,7.7958,YoungAdult,0
501,0,3,male,17.0,0,0,8.6625,S,1,True,17.0,Unknown,1,1,1,False,8.6625,Teen,0
502,0,3,female,21.0,0,0,7.75,Q,1,True,21.0,Unknown,1,1,1,False,7.75,YoungAdult,1
503,0,3,female,,0,0,7.6292,Q,1,True,21.5,Unknown,1,1,1,False,7.6292,YoungAdult,1
504,0,3,female,37.0,0,0,9.5875,S,1,True,37.0,Unknown,1,1,1,False,9.5875,Adult,1
505,1,1,female,16.0,0,0,86.5,S,1,True,16.0,B,3,3,3,False,86.5,Teen,1
506,0,1,male,18.0,1,0,108.9,C,2,False,18.0,C,2,2,2,False,108.9,YoungAdult,0
507,1,2,female,33.0,0,2,26.0,S,3,False,33.0,Unknown,2,2,2,False,26.0,Adult,1
508,1,1,male,,0,0,26.55,S,1,True,40.0,Unknown,1,1,1,False,26.55,Adult,0
509,0,3,male,28.0,0,0,22.525,S,1,True,28.0,Unknown,1,1,1,False,22.525,YoungAdult,0
510,1,3,male,26.0,0,0,56.4958,S,1,True,26.0,Unknown,7,7,7,False,56.4958,YoungAdult,0
511,1,3,male,29.0,0,0,7.75,Q,1,True,29.0,Unknown,1,1,1,False,7.75,YoungAdult,0
